drugbank_id,drugname,drug_type,description,approved,experimental,illicit,investigational,nutraceutical,withdrawn
DB01370,b'Aluminium',small molecule,"A metallic element that has the atomic number 13, atomic symbol Al, and atomic weight 26.98.",1,0,0,1,0,0
DB01373,b'Calcium',small molecule,"Calcium plays a vital role in the anatomy, physiology and biochemistry of organisms and of the cell, particularly in signal transduction pathways. The skeleton acts as a major mineral storage site for the element and releases Ca2+ ions into the bloodstream under controlled conditions. Circulating calcium is either in the free, ionized form or bound to blood proteins such as serum albumin. Although calcium flow to and from the bone is neutral, about 5 mmol is turned over a day. Bone serves as an important storage point for calcium, as it contains 99% of the total body calcium. Low calcium intake may also be a risk factor in the development of osteoporosis. The best-absorbed form of calcium from a pill is a calcium salt like carbonate or phosphate. Calcium gluconate and calcium lactate are absorbed well by pregnant women. Seniors absorb calcium lactate, gluconate and citrate better unless they take their calcium supplement with a full breakfast.",0,0,0,0,1,0
DB01375,b'Aluminium monostearate',small molecule,"Aluminium monostearate is a salt of stearic acid and aluminium with the molecular formula Al(OH)2C18H35O2. Also known as dihydroxyaluminium or dihydroxy(stearato)aluminium, it is used to form gels in the packaging of pharmaceuticals and in the preparation of colors for cosmetics. While considered safe for use, extensive usage may result in aluminum accumulation.",0,1,0,0,0,0
DB01378,b'Magnesium cation',small molecule,"Magnesium hydroxide is used primarily in ""Milk of Magnesia"", a white aqueous, mildly alkaline suspension of magnesium hydroxide formulated at about 8%w/v. Milk of magnesia is primarily used to alleviate constipation, but can also be used to relieve indigestion and heartburn. When taken internally by mouth as a laxative, the osmotic force of the magnesia suspension acts to draw fluids from the body and to retain those already within the lumen of the intestine, serving to distend the bowel, thus stimulating nerves within the colon wall, inducing peristalsis and resulting in evacuation of colonic contents.",1,0,0,0,1,0
DB01380,b'Cortisone acetate',small molecule,"Cortisone acetate was first isolate in 1935 and became more widely researched in 1949.[A226295] Since then, glucocorticoids such as cortisone acetate have been used to treat a number of inflammatory conditions such as endocrine, rheumatic, collagen, dermatologic, allergic, ophthalmic, respiratory, hematologic, neoplastic, edematous, and gastrointestinal diseases and disorders.[A226300,L13203]

Cortisone acetate was granted FDA approval on 13 June 1950.[L15107]",1,0,0,1,0,0
DB01381,b'Ginkgo biloba',biotech,"_Ginkgo biloba_ extract contains a group of terpene lactones (notably, ginkgolides and diterpenes) and ginkgo flavone glycosides (notably, ginkgetin, bilobetin, and sciadopitysin) that have antioxidant and vasoactive properties.[A232389] Most of the studies that investigate the effect of _ginkgo biloba_ use the standardized extract of _Ginkgo biloba_ (EGb) 761 (EGb761), which was developed by a German pharmaceutical company in 1964.[A232404] EGb761 contains 6% terpene lactones and 24% flavonoid glycosides.[A232379] Flavonoids include quercetin, rutin, kaempferol, and isorhamnetin. Lactones include ginkgolide A, ginkgolide B, ginkgolide C, bilobalide, and ginkgotoxin, a lactone that is structurally related to [pyridoxine].[L32789] _Ginkgo biloba_ is an herbal plant that is now cultivated worldwide. It is originally native to China, and _ginkgo biloba_ extract has been used in traditional Chinese medicine for centuries.[A232389]

After its nootropic properties were discovered, _ginkgo biloba_ has gained attention as a therapeutic ingredient for memory and concentration enhancement in cognitive impairment and neurogenerative diseases, such as dementia.[A232384] _Ginkgo biloba_ was investigated in preliminary studies for a variety of therapeutic purposes such as improving cardiovascular health, sexual dysfunction, psychiatric disorders, skin disorders, and glaucoma. _Ginkgo biloba_ is found in a number of homeopathic and over-the-counter herbal products and dietary supplements, but it has no approved therapeutic indications by regulatory bodies, such as the FDA, EMA, and Health Canada.[A232379] _Ginkgo folium_, the leaf extract of _Ginkgo biloba_, is considered an anti-dementia drug by the World Health Organization.[A232389]",1,0,0,1,1,0
DB01382,b'Glymidine',small molecule,"Glycodiazine is used with diet to lower blood glucose by increasing the secretion of insulin from pancreas and increasing the sensitivity of peripheral tissues to insulin. The mechanism of action of glycodiazine in lowering blood glucose appears to be dependent on stimulating the release of insulin from functioning pancreatic beta cells, and increasing sensitivity of peripheral tissues to insulin. Glycodiazine likely binds to ATP-sensitive potassium channel receptors on the pancreatic cell surface, reducing potassium conductance and causing depolarization of the membrane. Membrane depolarization stimulates calcium ion influx through voltage-sensitive calcium channels. This increase in intracellular calcium ion concentration induces the secretion of insulin. It is used for the concomitant use with insulin for the treatment of noninsulin-dependent (type 2) diabetes mellitus.",1,0,0,1,0,0
DB01384,b'Paramethasone',small molecule,"A glucocorticoid with the general properties of corticosteroids. It has been used by mouth in the treatment of all conditions in which corticosteroid therapy is indicated except adrenal-deficiency states for which its lack of sodium-retaining properties makes it less suitable than hydrocortisone with supplementary fludrocortisone. (From Martindale, The Extra Pharmacopoeia, 30th ed, p737)",0,1,0,0,0,0
DB01388,b'Mibefradil',small molecule,Mibefradil was withdrawn from the market in 1998 because of potentially harmful interactions with other drugs.,0,0,0,1,0,1
DB01390,b'Sodium bicarbonate',small molecule,"Sodium bicarbonate is a white, crystalline powder that is commonly used as a pH buffering agent, an electrolyte replenisher, systemic alkalizer and in topical cleansing solutions.",1,0,0,0,0,0
DB01392,b'Yohimbine',small molecule,A plant alkaloid with alpha-2-adrenergic blocking activity. Yohimbine has been used as a mydriatic and in the treatment of impotence. It is also alleged to be an aphrodisiac.,1,0,0,1,0,0
DB01393,b'Bezafibrate',small molecule,Antilipemic agent that lowers cholesterol and triglycerides. It decreases low density lipoproteins and increases high density lipoproteins.,1,0,0,1,0,0
DB01394,b'Colchicine',small molecule,"First approved by the FDA in 1961, colchicine is an alkaloid drug commonly used in the management of gout, a condition associated with the painful deposition of urate crystals in the joints.[A183614,L8138] It is derived from a plant belonging to the Lily family, known as Colchicum autumnale, or ""autumn crocus"".[A183611] Other than its use in gout, colchicine has been approved for managing exacerbations of Familial Mediterranean Fever (FMF), a hereditary autoinflammatory condition.[A183620,L8141]",1,0,0,0,0,0
DB01395,b'Drospirenone',small molecule,"Drospirenone is a synthetic progestin commonly found in the popular oral contraceptive, Yaz in combination with [Ethinyl estradiol].[L7973] Most recently, it was approved by both Health Canada and the FDA in combination with [Estetrol] as an oral contraceptive therapy.[L33199,L33174]  Aside from its contraceptive effects, drospirenone is used with estrogens to control acne and premenstrual dysphoric disorder (PMDD).

Drospirenone has been the subject of widespread safety concern due to the possibility of an increased risk of venous thromboembolism associated with its use.[A182543,A182552] In 2012, however, a safety statement by the FDA concluded that the increase in the risk of thromboembolism resulting from the use of drospirenone remains unclear, as studies regarding this risk are conflicting. Some studies have demonstrated a significantly increased risk and some demonstrating no risk of thromboembolic events.  In its statement, the FDA has mentioned that increased risk of venous thromboembolism with oral contraceptives such as drospirenone exists but remains lower than the risk of this condition during pregnancy and during the postpartum period, and this should be considered when assessing potential risks of hormonal contraceptive use.[L7979]",1,0,0,0,0,0
